title,category,salary_usd,location,experience_level,employment_type,work_setting,skills,source
Data Architect,Data Science,,"Hybrid - Chennai, Bengaluru, Hyderabad",9-14 Yrs,Full-time,,"Market Mix Modelling,Rabbitmq,snowflake,python,Data Engineering,terraform,MMM,azure",naukri
Project Manager Data Analytics,Data Science,,Bengaluru,10-12 Yrs,Full-time,,"Process automation,Data management,Staffing,Project management,Artificial Intelligence,Consulting,Risk management,Project delivery",naukri
Data Architect - GCP,Data Science,,"Delhi NCR, Mumbai, Bengaluru",8-12 Yrs,Full-time,,"python,cloud storage,Kubernetes,Cloud Data Engineering,GCP,Cloud Data Architecture,Data Architect,google cloud",naukri
Data Governance Specialist,Data Science,,"Delhi NCR, Mumbai, Bengaluru",7-12 Yrs,Full-time,,"Data Governance,Data Quality,Data Lineage,Collibra,Data Catalog Management,Data Steward,Informatica,Data Analytics",naukri
ETL - Data Architect || Tableau +Qlik + Power BI,Data Science,,"Chennai, Bengaluru, Hyderabad",10-20 Yrs,Full-time,,"Power Bi,Google BigQuery,AWS Redshift,ETL Developer,Azure Synapse Analytics,nformatica,Tableau,Qlik",naukri
Big Data Testing Professional,Data Science,,"Delhi NCR, Mumbai, Bengaluru",5-9 Yrs,Full-time,,"Python,SQL,hive,sql queries,spark,kafka,linux,big data",naukri
Data Science(Only Female),Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Data analysis,Semiconductor,Analytical,Machine learning,Application development,Troubleshooting,Customer engagement,Multivariate analysis",naukri
Director Data Science,Data Science,,Hybrid - Bengaluru,10-17 Yrs,Full-time,,"Data Science,Machine Learning,Algorithm Development,Pattern Recognition,Opencv,Image Processing,Artificial Intelligence,Natural Language Processing",naukri
Python Big Data Developer,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",2-5 Yrs,Full-time,,"big data administration,hive,cloudera,scala,big data technologies,data warehousing,pyspark,apache pig",naukri
Big Data Testing Professional,Data Science,,"Delhi NCR, Mumbai, Bengaluru",5-9 Yrs,Full-time,,"Big Data,Power BI,QuerySurge,Spark QL,Kafka,Informatica,Tableau,SQL",naukri
Data Modeler || PAN India || Immediate joiner/Serving,Data Science,,"Hybrid - Chennai, Bengaluru, Hyderabad",6-11 Yrs,Full-time,,"ERWIN,Synapse,GCP,Schema,ETL,Redshift,Modeling,Pan",naukri
Data Science + GCP (MT RM 2659),Data Science,,"Chennai, Bengaluru",8-14 Yrs,Full-time,,"Computer science,Cloud computing,deep learning,data science,GCP,Analytical,Machine learning,Natural language processing",naukri
Data Governance Architect,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"Data analysis,Data migration,metadata,Data management,Healthcare,Informatica,SQL,Python",naukri
Data Architect,Data Science,,Bengaluru,5-11 Yrs,Full-time,,"Solution architecture,metadata,Quality improvement,Architecture,Data Architect,Software development life cycle,Data quality,High level design",naukri
Big Data Developers,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Software design,Test scripts,data science,Project documentation,spark,SCALA,Hadoop,Agile",naukri
Data Modeler || Pan India || CMML5,Data Science,21300.0,"Hybrid - Pune, Bengaluru, Noida",6-11 Yrs,Full-time,,"GCP,Data Modeling,Data Modeler,Redshift,Data Mapping,Synapse,Snowflake Schema,Data Warehousing",naukri
Data Science,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"python,data analysis,data analytics,natural language processing,neural networks,predictive analytics,machine learning,artificial intelligence",naukri
Data Support Specialist,Data Science,,Bengaluru,7-11 Yrs,Full-time,,"Ticketing,Production support,Cloud,Regression testing,Scheduling,Management,Troubleshooting,AWS",naukri
Big data Testing professional,Data Science,,Bengaluru,5-7 Yrs,Full-time,,"Unix,Automation testing,Linux,Script writing,SCALA,Agile,Data analytics,big data",naukri
Big Data Developer,Data Science,,Bengaluru,1-6 Yrs,Full-time,,"Data analysis,tableau,Statistical analysis,data science,power bi,Business intelligence,Business solutions,big data",naukri
Data Science - FB,Data Science,,Bengaluru,2-4 Yrs,Full-time,,"Text mining,Data analysis,Head Business Development,Google Analytics,Omniture,Data mining,CRM,SQL",naukri
Data Product Manager,Data Science,,Bengaluru,4-9 Yrs,Full-time,,"3D,NoSQL,Excel,Competitive analysis,Project management,Product design,JIRA,SDLC",naukri
Big Data Admin,Data Science,,Bengaluru,7-8 Yrs,Full-time,,"Administration,Software installation,Linux,Database,Deployment,Manual,hadoop administrator,Resource management",naukri
AI & Data- Data Governance,Data Science,,"Pune, Bengaluru, Gurgaon",3-8 Yrs,Full-time,,"Supply chain,metadata,Manager Quality Assurance,Data management,Healthcare,Data quality,Analytics,Financial services",naukri
Data Architect,Data Science,,"Bengaluru, Hyderabad",10-20 Yrs,Full-time,,"metadata,Data management,Compliance,Management systems,Data Architect,data governance,Data architecture,Architecture",naukri
Azure Data Factory Developer,Data Science,13200.0,"Hybrid - Pune, Bengaluru, Hyderabad",5-10 Yrs,Full-time,,"Azure Data Factory,adf,python,scala,Azure Databricks,Kafka,Factory,Development",naukri
Urgent Hiring For AWS Big data pyspark SQL Spark Airflow,Data Science,39000.0,"Pune, Bengaluru, Hyderabad",8-12 Yrs,Full-time,,"Airflow,Pyspark,Bigdata,AWS,SQL,AWS Big Data,Spark,Big Data",naukri
Quality - Data observablity,Data Science,,Bengaluru,7-12 Yrs,Full-time,,"Delivery management,Quality standards,data science,Automation tools,Equity,Manager Technology,Data quality,Monitoring",naukri
ETL with Big Data,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"Unix,hive,Shell scripting,Hadoop,hdfs,big data,SQL,Testing",naukri
Data Architect,Data Science,,Bengaluru,7-9 Yrs,Full-time,,"Computer science,Performance tuning,Data management,Data structures,Data processing,Data quality,Business intelligence,Information technology",naukri
Data Architect,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",8-13 Yrs,Full-time,,"Data analysis,Data modeling,Database design,Data Architect,Archiving,Business intelligence,Project delivery,SQL",naukri
Azure Data Factory,Data Science,,Bengaluru,3-8 Yrs,Full-time,,"C,NoSQL,spark,Cloud Services,Workflow management,SCALA,big data,SQL",naukri
Data Warehousing Specialist,Data Science,,Bengaluru,4-8 Yrs,Full-time,,"Scalability,Datastage,SCALA,Data processing,Distribution system,Data warehousing,Python,Distribution",naukri
Databricks Unified Data Analytics Platform- Pan India,Data Science,,Chennai,8-13 Yrs,Full-time,,"Databricks Unified Data Analytics Platform,Java,Hive,Hadoop,big data,Python,Data,Pan",naukri
Data Science,Data Science,,Bengaluru,1-5 Yrs,Full-time,,"algorithms,visualforce,data validation,mechanical engineering,production,sfdc,assembling,engineering",naukri
Manager Data Science,Data Science,,Bengaluru,10-15 Yrs,Full-time,,"data science,Process improvement,Machine learning,Agile,Hypothesis Testing,Healthcare,Stakeholder management,Analytics",naukri
Manager - Sales Data Analytics,Data Science,,Pune,5-9 Yrs,Full-time,,"Computer science,Business process,Sales,Data structures,power bi,data integrity,Data warehousing,Analytics",naukri
Data Solution Architecture Principal 1,Data Science,,Delhi,11-13 Yrs,Full-time,,"Solution architecture,Front end,Talent acquisition,Analytical,Product design,Operations,Information technology,User acceptance testing",naukri
HPI::::Azure Data/ SSAS::::C1,Data Science,,Bengaluru,3-7 Yrs,Full-time,,"Performance tuning,MS SQL,Warehouse,SSAS,SQL database,Database design,spark,OLAP",naukri
Data Modeller,Data Science,,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon",3-6 Yrs,Full-time,,"Computer science,ERP,Data analysis,metadata,SAP,Manager Quality Assurance,PLSQL,Informatica",naukri
Big Data PySpark Developer,Data Science,,Bengaluru,2-5 Yrs,Full-time,,"big data administration,hive,cloudera,algorithms,python,scala,oozie,data processing",naukri
Data Architect,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-8 Yrs,Full-time,,"Data analysis,Data management,devops,Data Architect,Data quality,SQL,Python,Architecture",naukri
Data Architect,Data Science,,Bengaluru,10-20 Yrs,Full-time,,"Performance tuning,Data management,Data modeling,RDBMS,Coding,Database design,Performance testing,Agile",naukri
Big Data Developer,Data Science,,Bengaluru,3-6 Yrs,Full-time,,"NoSQL,spark,Cloud,Hadoop,Programming,Scheduling,sqoop,Apache",naukri
Big Data Architect,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",10-20 Yrs,Full-time,,"Data modeling,Configuration management,Datastage,Shell scripting,HTML,Informatica,Apache,Teradata",naukri
Kafka Data Professional,Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",3-7 Yrs,Full-time,,"MS SQL,devops,Flex,Database,Deployment,SQL,Microsoft,SQL Server",naukri
Data Lakehouse/Platform Architect,Data Science,,"Chennai, Pune, Bengaluru",12-18 Yrs,Full-time,,"orchestration,Data management,Data modeling,data security,GCP,Machine learning,HIPAA,data governance",naukri
Data Architect,Data Science,,Bengaluru,7-11 Yrs,Full-time,,"Data modeling,Database design,data security,Analytical,MySQL,Data structures,Data quality,microsoft",naukri
AI Data Architect,Data Science,,Bengaluru,8-10 Yrs,Full-time,,"Data analysis,Data modeling,Healthcare,Business intelligence,Open source,Information technology,Financial services,SQL",naukri
Cloud Data Architect,Data Science,,Bengaluru,7-12 Yrs,Full-time,,"C++,Data migration,Managed services,RDBMS,Coding,Debugging,Agile,Data processing",naukri
Azure Data Architect,Data Science,,Bengaluru,5-11 Yrs,Full-time,,"Cloud computing,Data management,Data modeling,Database design,Project management,Continuous improvement,Information technology,Python",naukri
Big Data Developer,Data Science,,Hybrid - Bengaluru,4-9 Yrs,Full-time,,"Spark,Python,SQL,Big Data Administration,Development,Big Data,Data",naukri
Solution Data Architect,Data Science,,Bengaluru,12-18 Yrs,Full-time,,"Solution architecture,Performance tuning,Architecture,Data management,Enterprise architecture,Consulting,Cloud,Scheduling",naukri
Azure Big Data Specialist,Data Science,,Bengaluru,7-8 Yrs,Full-time,,"Data validation,SQL database,Scalability,devops,power bi,Unit testing,big data,Cost",naukri
Assistant Manager - Data Analytics (Operations),Data Science,,"Chennai, Pune, Delhi, Mumbai, Bengaluru, Hyderabad, Kolkata",4-8 Yrs,Full-time,,"Data analysis,Data management,Financial reporting,Business analysis,VLOOKUP,Risk management,Business intelligence,Analytics",naukri
"Data ML, Scientist/ Analyst Data",Data Science,9000.0,"Hybrid - Pune, Bengaluru, Hyderabad",0-4 Yrs,Full-time,,"Python,Ml Algorithms,SQL,Algorithms,Data,Ml,Data analysis",naukri
"Senior Analyst, Legal",Data Science,,Bengaluru,3-4 Yrs,Full-time,,"Administration,Retail,Networking,Intellectual property,PeopleSoft,SEZ,Data quality,HR",naukri
Image Processing Engineer / Signal Processing Engineer,Data Science,6300.0,"Malur, Bengaluru",0-5 Yrs,Full-time,,"C++,OOPS,MATLAB,Gpu Programming,Python,Algorithm Development,Prototype Development,Computer Architecture",naukri
Image Processing Engineer,Data Science,7800.0,"Malur, Bengaluru",0-5 Yrs,Full-time,,"Algorithm Development,Signal Processing,Image Processing,Computer Vision,Python Development,3D Graphics,Opengl,3D Computer",naukri
STAFF SOFTWARE ENGINEER,Data Science,,Mumbai,0-2 Yrs,Full-time,,"Computer science,Software design,Networking,Diagnostics,Social media,Consulting,Machine learning,Open source",naukri
Software Engineer,Data Science,,Chennai,0-6 Yrs,Full-time,,"Computer science,Analytical,Machine learning,Agile,Algorithm development,Data quality,Forecasting,Analytics",naukri
Machine Learning Engineer (Fulltime and Immediate Joinee),Data Science,,"Bhubaneshwar, Bengaluru, Kolkata",0-3 Yrs,Full-time,,"Tensorflow,RAG,Ml Deployment,LLM,Ml Algorithms,Gen AI,CNN,Natural Language Processing",naukri
Associate Data Architect,Data Science,,Chennai,7-12 Yrs,Full-time,,"Data Lake,Data Architecture,Data Modeling,Data Warehousing,ETL,Data Engineering,Data Governance,Engineering",naukri
"Data Engineer (Azure Databrick, Data Lake, Data Factory)",Data Science,,Mumbai,5-10 Yrs,Full-time,,"azure databricks,hive,python,azure data lake,ssas,scala,datafactory,microsoft azure",naukri
Data Analytics Engineer,Data Science,,Hybrid - Pune,4-7 Yrs,Full-time,,"Power Bi,Tableau,Domo,Sisense,Data Modelling,Data Visualization,Data Analytics,ETL",naukri
Data Engineer (Expert),Data Science,,Remote,3-7 Yrs,Full-time,,"software architecture,Software design,data domain,GCP,Artificial Intelligence,Machine learning,Agile,Analytics",naukri
Azure Data Engineer - MongoDB Administration,Data Science,,Gurgaon,3-6 Yrs,Full-time,,"Azure Data Engineering,Azure Data Factory,troubleshooting,Azure Databricks,and Azure Data Lake,ETL,data integration,Azure SQL Database",naukri
Azure Data Engineer - MongoDB Administration,Data Science,,Gurgaon,3-6 Yrs,Full-time,,"Azure Data Engineering,Azure Data Factory,MongoDB Administration,Azure Databricks,ETL,Azure data services,Azure SQL,SQL",naukri
Staff Data Engineer,Data Science,,Chennai,5-7 Yrs,Full-time,,"Data modeling,Business analytics,Back office,Data processing,Business intelligence,Monitoring,SQL,Python",naukri
"Data - Engineer II, Data",Data Science,,Chennai,3-6 Yrs,Full-time,,"schema,web application,sql query writing,sql,cloud,analytics,data science,gcp",naukri
"Data Engineer (GIS, ArcGIS, ESRI)",Data Science,,"Vadodara, Ahmedabad, Rajkot, Surat, Jamnagar",3-6 Yrs,Full-time,,"hive,continuous integration,arcgis,scala,data warehousing,ci/cd,esri,data architecture",naukri
Snowflake Data Engineer,Data Science,,Chennai,3-5 Yrs,Full-time,,"SQL,Amazon Redshift,Snowflake,ETL,Python,Java,Data Engineering,Postgresql",naukri
Snowflake Data Engineering Expert,Data Science,,Pune,2-6 Yrs,Full-time,,"Computer science,Project management,Machine learning,Schema,Agile,Scrum,Data quality,Stored procedures",naukri
Aws Data Engineer,Data Science,15000.0,Hyderabad,5-8 Yrs,Full-time,,"Amazon Ec2,SQL,Hive,AWS,Python,Pyspark,Hadoop,Kafka",naukri
Azure Data Engineer - Cloud Infrastructure,Data Science,,Mumbai,3-8 Yrs,Full-time,,"Azure,Azure Data Factory,Data Engineering,Data Pipeline,Synapse Analytics,Azure Databricks,Data Analytics,Cloud Infrastructure",naukri
Data Engineer 3,Data Science,,Chennai,5-8 Yrs,Full-time,,"Automation,Data management,Business intelligence,Continuous improvement,Operations,Analytics,SDLC,SQL",naukri
Data Engineer 2,Data Science,,Chennai,2-5 Yrs,Full-time,,"Automation,Data management,Business intelligence,Continuous improvement,Operations,Analytics,SDLC,SQL",naukri
Data Platform Engineer,Data Science,,Hyderabad,4-9 Yrs,Full-time,,"AWS,Java,Azure,performance tuning,PySpark,Scala,SQL,Apache Spark",naukri
DATA DISTRIBUTION PRODUCT ENGINEER,Data Science,,Pune,5-8 Yrs,Full-time,,"Usage,Analytical,Healthcare,Sales training,Management,Operations,SLAS,Distribution",naukri
Data Security Engineer (AWS / PySpark & Databricks),Data Science,,Remote,3-20 Yrs,Full-time,,"Cism,Compliance,data security,HIPAA,Cloud,data governance,data privacy,AWS",naukri
Data Engineer - Optimization Solutions,Data Science,,Hyderabad,3-5 Yrs,Full-time,,"PostgreSQL,MySQL,Bash,Python,SQL,Azure,Data validation,Data Engineering",naukri
Snowflake Data Engineer,Data Science,,Chennai,2-4 Yrs,Full-time,,"Computer science,Performance tuning,Data quality,data integrity,Informatica,Apache,Resource management,Information technology",naukri
Project Manager - Data Engineering,Data Science,,Gurgaon,5-7 Yrs,Full-time,,"Cloud computing,Data modeling,Agile,Data processing,Data quality,Information technology,Analytics,SQL",naukri
Azure Data Engineer,Data Science,,"Pune, Ahmedabad",7-9 Yrs,Full-time,,"Data modeling,data security,Machine learning,Data quality,microsoft,Information technology,Analytics,SQL",naukri
Aws Data Engineer,Data Science,,Pune,4-9 Yrs,Full-time,,"Aws Data Engineer,Elastic Search,S3,open search,Redshift Aws,AWS Service,Aws Glue,ETL",naukri
Manager - Data Engineering,Data Science,,Gurgaon,10-12 Yrs,Full-time,,"metadata,Analytical,Cloud,Dms,big data,Virtualization,AWS,Monitoring",naukri
Principal Data Engineer,Data Science,,Kochi,15-19 Yrs,Full-time,,"metadata,Product engineering,Data modeling,Coding,Social media,Machine learning,HTML,Data quality",naukri
AWS Data Engineer (G),Data Science,,Gurgaon,5-12 Yrs,Full-time,,"spark,Data processing,Data quality,big data,Distribution system,AWS,Python,Data extraction",naukri
"Data Engineer (aws, python)",Data Science,,Noida,5-12 Yrs,Full-time,,"spark,Data processing,Data quality,big data,Distribution system,AWS,Python,Data extraction",naukri
Azure Data Engg-,Data Science,,Chennai,2-6 Yrs,Full-time,,"advanced analytics,Quality standards,data services,Compliance,SQL database,Data processing,Data quality,data privacy",naukri
Azure Data Engg,Data Science,,Hyderabad,2-6 Yrs,Full-time,,"Compliance,Data modeling,data security,Analytical,data governance,Data processing,Business intelligence,Data warehousing",naukri
Data Engineer- Azure,Data Science,,Mohali,1-2 Yrs,Full-time,,"Analytical,Consulting,Machine learning,Architectural design,SCALA,Data processing,SQL,Python",naukri
Data Engineer- AWS,Data Science,,Mohali,1-2 Yrs,Full-time,,"big data analytics,Analytical,Consulting,Machine learning,Architectural design,SCALA,Data processing,SQL",naukri
Microsoft Azure Data Engineer,Data Science,,Pune,7-9 Yrs,Full-time,,"data services,Database design,Machine learning,Programming,microsoft azure,Data quality,Predictive modeling,Data mining",naukri
Azure Data Engineer,Data Science,,Hyderabad,3-6 Yrs,Full-time,,"Data validation,Version control,Data modeling,Data processing,Data quality,Individual Contributor,Data warehousing,SQL",naukri
Principal Data Engineer,Data Science,,Kochi,15-16 Yrs,Full-time,,"metadata,Product engineering,Data modeling,Coding,Social media,Machine learning,Data quality,SQL",naukri
Architect-Cloud Data Engineering,Data Science,,Hyderabad,8-13 Yrs,Full-time,,"SAP,Data collection,Data quality,Asset management,Oracle,Troubleshooting,Operations,SQL",naukri
